title,artist,query,spotify_id
I Love You More Than You'll Ever Know,Donny Hathaway,artist:donny track:i love you more than you'll ever know,2qdyq2N1XfaA8QhtiOWWFG
Sunday Morning Sunshine,Harry Chapin,artist:harry track:sunday morning sunshine,14mhlMWaUd8YdVFvyDtR1z
Do Ya,The Move,artist:move track:do ya,09eZXEHeTeJNpKtanG9Xz9
Spaceman,Nilsson,artist:nilsson track:spaceman,5lfDJwWSQXhgYRcNc4TSDN
Ben,Michael Jackson,artist:michael track:ben,0ZFqB9g2FujbmMSrjqsL3j
Starting All Over Again,Mel And Tim,artist:mel track:starting all over again,7kFRgT3KKxU1y7USF8ZzIX
Loving You Just Crossed My Mind,Sam Neely,artist:sam track:loving you just crossed my mind,
Poor Boy,Casey Kelly,artist:casey track:poor boy,3k5xySdiqABTUs0OkPwyUV
If You Can Beat Me Rockin' (You Can Have My Chair),Laura Lee,artist:laura track:if you can beat me rockin' ,
We Can Make It Together,Steve & Eydie Featuring The Osmonds,artist:steve track:we can make it together,
Misty Blue,Joe Simon,artist:joe track:misty blue,5rk0C63hfDYR72tOpMOJob
The People Tree,"Sammy Davis, Jr. with The Mike Curb Congregation",artist:sammy track:the people tree,75MhfYCw5OOGut5hiU9rug
Celebration,Tommy James,artist:tommy track:celebration,1aJNCZIqOk1GtmhBm3m8gK
Suite: Man And Woman,Tony Cole,artist:tony track:suite: man and woman,
Mama Told Me Not To Come,Wilson Pickett,artist:wilson track:mama told me not to come,78Ye7BuUDgoscCUEKHYG58
Why/Lonely Boy,Donny Osmond,artist:donny track:why/lonely boy,
Use Me,Bill Withers,artist:bill track:use me,1k2ybm1oz7rVPchTKCgMMz
Everybody Plays The Fool,The Main Ingredient,artist:main track:everybody plays the fool,3DkqEHCCqlkknDfksHWWu0
The City Of New Orleans,Arlo Guthrie,artist:arlo track:the city of new orleans,0P6TTXbSLGrSoTNMz5kvB7
Tight Rope, Leon Russell,artist:leon track:tight rope,6f5bVwzW72D5M8lZzH8Csg
Don't Ever Be Lonely (A Poor Little Fool Like Me),Cornelius Brothers & Sister Rose,artist:cornelius track:don't ever be lonely ,37dySg2hhRKxIcbTdmSDdO
Can't You Hear The Song?,Wayne Newton,artist:wayne track:can't you hear the song?,
Guilty,Al Green,artist:al track:guilty,0GlvumAvsHZNF4rkRhMUYq
I'll Make You Music,Beverly Bremers,artist:beverly track:i'll make you music,
Together Alone,Melanie,artist:melanie track:together alone,6y6zlsU1383PdVworl7fjt
I Got A Thing About You Baby,Billy Lee Riley,artist:billy track:i got a thing about you baby,
Roberta,Bones,artist:bones track:roberta,
Popcorn,Hot Butter,artist:hot track:popcorn,6Z5wWOqBfk4G3bP1KF2Vbj
Midnight Rider,Joe Cocker and The Chris Stainton Band,artist:joe track:midnight rider,1of9lEl7IPK50lQAADAodO
From The Beginning,"Emerson, Lake & Palmer","artist:emerson, track:from the beginning",0Ll60pqkEBHqzdeclRHdnl
Get On The Good Foot-Part 1,James Brown,artist:james track:get on the good foot-part 1,
A Piece Of Paper,Gladstone,artist:gladstone track:a piece of paper,
(It's The Way) Nature Planned It,Four Tops,artist:four track: nature planned it,
"Hey, You Love",Mouth & MacNeal,"artist:mouth track:hey, you love",07LmfgQGJ96uLSP3Lho5ne
Deteriorata,National Lampoon,artist:national track:deteriorata,
Song Seller,The Raiders,artist:raiders track:song seller,7KUvEJG3K3MJ64KYYMn8Dg
Redwood Tree,Van Morrison,artist:van track:redwood tree,1mII4seqf75hdRck1MzKwz
Baby Don't Get Hooked On Me,Mac Davis,artist:mac track:baby don't get hooked on me,4z51Gf7Ppt9Lmu5zmnUIz9
You Wear It Well,Rod Stewart,artist:rod track:you wear it well,08BSHFPXmclm8AYat5hXM7
Go All The Way,Raspberries,artist:raspberries track:go all the way,75GQIYnRaBg7ndHxhfYuQy
Speak To The Sky,Rick Springfield,artist:rick track:speak to the sky,7jPXOpONej3qRKry5oyoJB
Back Stabbers,The O'Jays,artist:o'jays track:back stabbers,50H9JNoKqPMDQazo1BEv0J
Rock Me Baby,David Cassidy,artist:david track:rock me baby,3V5sEfoOofKDWn5sMM3Yx1
Geronimo's Cadillac,Michael Murphey,artist:michael track:geronimo's cadillac,6ikQQmkMEb5HYKXUhozRX8
Don't Hide Your Love,Cher,artist:cher track:don't hide your love,0WwacUZf7HAtGdesVo33Iq
Slaughter,Billy Preston,artist:billy track:slaughter,5UM8o0YPE4o168xZ3l5Upp
Colorado,Danny Holien,artist:danny track:colorado,4WfNqOng3f8T67gFkFL71A
Guess Who/Them Changes,B.B. King,artist:b.b. track:guess who/them changes,
A Lonely Man/The Man & The Woman (The Boy & The Girl),The Chi-lites,artist:chi-lites track:a lonely man/the man & the woman ,
Runnin' Back To Saskatoon,The Guess Who,artist:guess track:runnin' back to saskatoon,2CmxsQVWG4gm9CoDtfV58w
Black & White,Three Dog Night,artist:three track:black & white,4XcUADpOth9Wroq5EVMFJq
Play Me,Neil Diamond,artist:neil track:play me,0zUmViQqzMQ8LL2gSc9lrr
Saturday In The Park,Chicago,artist:chicago track:saturday in the park,4OJFkrRQqol4FsPesF8eu4
Sweet Caroline (Good Times Never Seemed So Good),Bobby Womack & Peace,artist:bobby track:sweet caroline ,2074zHT3K8rg2sApFu38s3
Toast To The Fool,The Dramatics,artist:dramatics track:toast to the fool,1xAo2zWb65B414pl1caUIf
Best Thing,Styx,artist:styx track:best thing,4fbiJzx5YN1YAwChWEKwJF
"Dance, Dance, Dance",The New Seekers featuring Marty Kristian,"artist:new track:dance, dance, dance",5Pbj8gozHhMpBa1jl4vrbm
The Mosquito,The Doors,artist:doors track:the mosquito,5rMfihaxthEm9rMDSnNk1r
Dinah Flo,Boz Scaggs,artist:boz track:dinah flo,7xFA8p9ZhpoSFRlr9NawLv
Beautiful Sunday,Daniel Boone,artist:daniel track:beautiful sunday,6DqNZJ4hhBYd8qj9WbpSTJ
Honky Cat,Elton John,artist:elton track:honky cat,1plcM0XlbKdjND7Ufokuzb
Alone Again (Naturally),Gilbert O'Sullivan,artist:gilbert track:alone again ,6vuEG9sZtC4W2zT64f7zLF
If You Leave Me Tonight I'll Cry,Jerry Wallace,artist:jerry track:if you leave me tonight i'll cry,76gGbwiAewA2GTRhKk26mf
Run To Me,Bee Gees,artist:bee track:run to me,4zK1pYVKMB13es6Bim0muF
Power Of Love,Joe Simon,artist:joe track:power of love,0gvHJerGbudDYbI7p0CTLl
Easy Livin,Uriah Heep,artist:uriah track:easy livin,6qn5Ysxo9H4z4QgEvwg1SK
"For Emily, Whenever I May Find Her",Simon & Garfunkel,"artist:simon track:for emily, whenever i may find her",2P6F1jmMgSScpvx4aZvbmY
Think (About It),Lyn Collins,artist:lyn track:think ,6uAhZ4LBKqJgrfengXuj9z
"Carry Me, Carrie",Dr. Hook And The Medicine Show,"artist:dr. track:carry me, carrie",3TZNUjZ0gbNy8Ruikja5V7
One More Chance,Ocean,artist:ocean track:one more chance,1G1GrHWPRWjmDV36J1BQE1
Dedicated To The One I Love,The Temprees,artist:temprees track:dedicated to the one i love,1AlbjjksaiWcuzKpzt2DIR
Sing A Song/Make Your Own Kind Of Music,Barbra Streisand,artist:barbra track:sing a song/make your own kind of music,
With Pen In Hand,Bobby Goldsboro,artist:bobby track:with pen in hand,6bcWpHonGIpcmSjQU4fNXm
Happier Than The Morning Sun,B.J. Thomas,artist:b.j. track:happier than the morning sun,4x0TDb3x1q4E7PkZk0h0Hx
"My Man, A Sweet Man",Millie Jackson,"artist:millie track:my man, a sweet man",2SQcpV8DdTbnMOhecspYEl
Pop That Thang,The Isley Brothers,artist:isley track:pop that thang,4jsiIeVm7ZcCJRpq8opfMa
Money Back Guarantee,Five Man Electrical Band,artist:five track:money back guarantee,5rryyflY4ccQG53xbBOGMB
I Will Never Pass This Way Again,Glen Campbell,artist:glen track:i will never pass this way again,09SbDTTf5rztBLmHZzzybO
I've Got To Have You,Sammi Smith,artist:sammi track:i've got to have you,71cdItKGHkhJG7aaaXfy4r
Evil Ways,Carlos Santana & Buddy Miles,artist:carlos track:evil ways,5tmrnhMxx39jnu3kjopMdP
"Mean Little Woman, Rosalie",Tommy Roe,"artist:tommy track:mean little woman, rosalie",
Take Me Bak 'Ome,Slade,artist:slade track:take me bak 'ome,
Rock And Roll Part 2,Gary Glitter,artist:gary track:rock and roll part 2,17ebcNznhPl7yf8zCfsNV8
Brandy (You're A Fine Girl),Looking Glass,artist:looking track:brandy ,2BY7ALEWdloFHgQZG6VMLA
The Guitar Man,Bread,artist:bread track:the guitar man,1wtORk74vkeuDUfKN2Ticq
Long Cool Woman (In A Black Dress),The Hollies,artist:hollies track:long cool woman ,5UwbnHhjnbinJH8TefuQfN
You're Still A Young Man,Tower Of Power,artist:tower track:you're still a young man,4VLUVWIcOFFQ0pHPKZ9i1k
Rock Me On The Water,Jackson Browne,artist:jackson track:rock me on the water,5iGBFRhXqD0cbYaA25UE93
Lady Eleanor,Lindisfarne,artist:lindisfarne track:lady eleanor,0hFVpfrY5MBq4nEhrSZPgQ
Keep On Running,Stevie Wonder,artist:stevie track:keep on running,4sSxm8wAj0qdftPCi2hmg3
Buzzy Brown,Tim Davis,artist:tim track:buzzy brown,
I'm Still In Love With You,Al Green,artist:al track:i'm still in love with you,2GEDd9qtGXU7IvGgqTF6Uj
You Don't Mess Around With Jim,Jim Croce,artist:jim track:you don't mess around with jim,0Z97JEXHiXXHpc4blFKQc6
Join Together,The Who,artist:who track:join together,79gmgU24gVH8Ue25aDfr2o
Hold Your Head Up,Argent,artist:argent track:hold your head up,1G4ldEIb2HXaLUsEu9lcHo
America,Yes,artist:yes track:america,5jleoXgOf41HdLITE0Omu3
"Your Wonderful, Sweet Sweet Love",The Supremes,"artist:supremes track:your wonderful, sweet sweet love",5SsTHh7JK6I0FYm0u3sIMX
Jackie Wilson Said (I'm In Heaven When You Smile),Van Morrison,artist:van track:jackie wilson said ,1hmPyDaLxfscy8AJpJsKJI
Love Song,Tommy James,artist:tommy track:love song,0EMgvvNROQvwc3ap3b41pH
In Time,Engelbert Humperdinck,artist:engelbert track:in time,71KncU2H8Z0gmMpTUsJx5m
Whatever Turns You On,Travis Wammack,artist:travis track:whatever turns you on,
(They Long To Be) Close To You,Jerry Butler & Brenda Lee Eager,artist:jerry track: close to you,
Goodbye To Love,Carpenters,artist:carpenters track:goodbye to love,1Hkjw3qKQ7Bmb0Tu5gzp3D
(If Loving You Is Wrong) I Don't Want To Be Right,Luther Ingram,artist:luther track: i don't want to be right,
Motorcycle Mama,Sailcat,artist:sailcat track:motorcycle mama,1TkgnYlGsO7nva2PF97tVM
Lookin' Through The Windows,Jackson 5,artist:jackson track:lookin' through the windows,6xgj1R3NoymZzjnjgxywLd
This World,The Staple Singers,artist:staple track:this world,2OCpC0AYnuLQ00DTwgPusM
Baby Let Me Take You (In My Arms),Detroit Emeralds,artist:detroit track:baby let me take you ,4Q0X9NoEcDTAs9dvdvR6r3
Zing Went The Strings Of My Heart,The Trammps ,artist:trammps track:zing went the strings of my heart,3aF5KyYHIzo0FguDWcp6XE
In The Quiet Morning,Joan Baez,artist:joan track:in the quiet morning,4Kol6Ecm4yCgHvbLSP3XUG
Life And Breath,Climax featuring Sonny Geraci,artist:climax track:life and breath,2QY1ZLFgjgnOQ6gWPtZxk3
Fool's Paradise,The Sylvers,artist:sylvers track:fool's paradise,
Coconut,Nilsson,artist:nilsson track:coconut,0LDgn9rOEU8BHOxSAkzzIN
The Happiest Girl In The Whole U.S.A.,Donna Fargo,artist:donna track:the happiest girl in the whole u.s.a.,2yCuJFaDNcA57aN3l5JkzH
Sealed With A Kiss,Bobby Vinton,artist:bobby track:sealed with a kiss,2W5UG7uGle3SlZiyzEGxls
Sweet Inspiration/Where You Lead,Barbra Streisand,artist:barbra track:sweet inspiration/where you lead,2T3R19V9qMiiuRWPor8Axf
Small Beginnings,Flash,artist:flash track:small beginnings,0Rra4E5AUApNQ5gqxrIWkM
The Coldest Days Of My Life (Part 1),The Chi-lites,artist:chi-lites track:the coldest days of my life ,134M5UpPklk4DfK8epwg1l
Put It Where You Want It,The Crusaders,artist:crusaders track:put it where you want it,0KyYrq0cy5Tqy0u56aDU7h
When You Say Love,Sonny & Cher,artist:sonny track:when you say love,2pRQeTrtd34PmX2vESvQUl
That's The Way God Planned It,Billy Preston,artist:billy track:that's the way god planned it,6ZJaKG7NSGFsFJUrQJKbtE
How Could I Let You Get Away,The Spinners,artist:spinners track:how could i let you get away,4jnPGIKO0aljX74CmUA2CH
Wholy Holy,Aretha Franklin With James Cleveland & The Southern Californ,artist:aretha track:wholy holy,3hwbKoXWK5eAdHsaCXpJhq
Summer Sun,Jamestown Massacre,artist:jamestown track:summer sun,
A Sunday Kind Of Love,Lenny Welch,artist:lenny track:a sunday kind of love,
Daddy Don't You Walk So Fast,Wayne Newton,artist:wayne track:daddy don't you walk so fast,7buqgbdJkbLhAQIKqyYbbz
Where Is The Love,Roberta Flack & Donny Hathaway,artist:roberta track:where is the love,7l07ak5IWpISBsrUtwj4O4
How Do You Do?,Mouth & MacNeal,artist:mouth track:how do you do?,3DijXDOWwsrg43D0Se345d
Gone,Joey Heatherton,artist:joey track:gone,54SEsuLm43yxTeFTkSAnk5
Happy,The Rolling Stones,artist:rolling track:happy,5fXRPS1tp70DbqsBZVyG4e
Breaking Up Is Hard To Do,The Partridge Family Starring Shirley Jones Featuring David Cassidy,artist:partridge track:breaking up is hard to do,21kduC12lDUqlqnYKUsDXW
A Simple Man,Lobo,artist:lobo track:a simple man,3iLJvy9U6HWJMy00Tvw3pK
In The Ghetto,Candi Staton,artist:candi track:in the ghetto,74pQG3aR0heVHo6sy1gCj9
Alabama Wild Man,Jerry Reed,artist:jerry track:alabama wild man,3rtOqeVApJgj3I96rFZroG
My Guy,Petula Clark,artist:petula track:my guy,1d7r7hVBbZ0ui4Yh2tedFA
I'm Coming Home,Stories,artist:stories track:i'm coming home,0pjCwmaulE1glGMEFUT9P9
Beat Me Daddy Eight To The Bar,Commander Cody,artist:commander track:beat me daddy eight to the bar,2zN6o4Ddaeknl3t4bvxkzb
Down By The River,Albert Hammond,artist:albert track:down by the river,2uRzXLE4iFneelNzhiVFWa
School's Out,Alice Cooper,artist:alice track:school's out,5Z8EDau8uNcP1E8JvmfkZe
Too Late To Turn Back Now,Cornelius Brothers & Sister Rose,artist:cornelius track:too late to turn back now,2OyaNAq8BcGstyzueloqpE
Lean On Me,Bill Withers,artist:bill track:lean on me,3M8FzayQWtkvOhqMn2V4T2
Hold Her Tight,The Osmonds,artist:osmonds track:hold her tight,1k4V2zYZjFtUWcSB4GD5bd
We've Come Too Far To End It Now,Smokey Robinson & The Miracles,artist:smokey track:we've come too far to end it now,2eRSnTq9TKDf1Y779KrBqb
I Miss You (Part I),Harold Melvin And The Blue Notes,artist:harold track:i miss you ,2gSBJPEjYoj6UhsI25TC8r
If I Were A Carpenter,Bob Seger,artist:bob track:if i were a carpenter,
Starman,David Bowie,artist:david track:starman,0pQskrTITgmCMyr85tb9qq
What A Wonderful Thing We Have,The Fabulous Rhinestones,artist:fabulous track:what a wonderful thing we have,
Goodbye Again,John Denver,artist:john track:goodbye again,6gWtflN5sGrLAD40RwW7m5
He's An Indian Cowboy In The Rodeo,Buffy Sainte-Marie,artist:buffy track:he's an indian cowboy in the rodeo,5KLlcBOBEq4KYXRO35pYsN
Layla,Derek & The Dominos,artist:derek track:layla,2kkvB3RNRzwjFdGhaUA0tz
Day By Day,Godspell,artist:godspell track:day by day,0JIU2ESChzYbokTixHYK50
Conquistador,Procol Harum,artist:procol track:conquistador,1mIzd4D6suwrjkrsR78m6M
Duncan,Paul Simon,artist:paul track:duncan,2SgNoPUi4SOUNmp2Y7SNQj
Rip Off,Laura Lee,artist:laura track:rip off,
That's What Friends Are For,B.J. Thomas,artist:b.j. track:that's what friends are for,6XQuHPv81qnIn6JgE9u7F4
Melissa,The Allman Brothers Band,artist:allman track:melissa,4bltr2sgQOeU13onNoHUTc
I Could Never Be Happy,The Emotions,artist:emotions track:i could never be happy,2sulLPGU6wXhkfCLIskJPK
Sittin' On A Time Bomb (Waitin' For The Hurt To Come),The Honey Cone,artist:honey track:sittin' on a time bomb ,
Southbound Train,Graham Nash & David Crosby,artist:graham track:southbound train,7clQKmDN3qnabOJBAUqWEU
Rocket Man,Elton John,artist:elton track:rocket man,3gdewACMIVMEWVbyb8O9sY
Outa-Space,Billy Preston,artist:billy track:outa-space,17KFO56mkVEKR0v8qOPlkU
Take It Easy,Eagles,artist:eagles track:take it easy,4yugZvBYaoREkJKtbG08Qr
People Make The World Go Round,The Stylistics,artist:stylistics track:people make the world go round,7pL0X8YsHBnsHIJaBIjhiV
The Runway,The Grass Roots,artist:grass track:the runway,
Honky Tonk - Part 1,The James Brown Soul Train,artist:james track:honky tonk - part 1,1r1SCKucdgoPz1JcLvDtB0
"Look What They've Done To My Song, Ma",Ray Charles,"artist:ray track:look what they've done to my song, ma",
Circles,The New Seekers,artist:new track:circles,68Hpu8mmdSmGcejYK3trpE
Delta Dawn,Tanya Tucker,artist:tanya track:delta dawn,7GH8qNOm2gEKryVUyVzkmt
Too Young,Donny Osmond,artist:donny track:too young,5DPK3t3xt8Yy0JIKdDyQSz
I Wanna Be Where You Are,Michael Jackson,artist:michael track:i wanna be where you are,3mnVgyzn5HC7Sqkn3B5zHs
We're Free,Beverly Bremers,artist:beverly track:we're free,
Beautiful,Gordon Lightfoot,artist:gordon track:beautiful,1ScX7oJd5ctMMgQaZmMQhO
War Song,Neil Young & Graham Nash,artist:neil track:war song,3OF61UhT0n0qsjLP6nFBhM
Butterfly,Danyel Gerard,artist:danyel track:butterfly,4bBAlCfQWO6f48QaHLHMtJ
Down On Me,Janis Joplin,artist:janis track:down on me,3sAhDPCuInup5oVrNZvc50
Couldn't I Just Tell You,Todd Rundgren,artist:todd track:couldn't i just tell you,02jZSvPG0SNsBwj6g9yRCo
Turn On Your Love Light,Jerry Lee Lewis,artist:jerry track:turn on your love light,4Ur8IZ0Zc6Bc4zxM2qvngX
Song Sung Blue,Neil Diamond,artist:neil track:song sung blue,3sZlKnnY9H5VnHkEWQVpJg
The Candy Man,"Sammy Davis, Jr. with The Mike Curb Congregation",artist:sammy track:the candy man,6jGb3Hhy6Dfhci1Eb3au0R
Troglodyte (Cave Man),The Jimmy Castor Bunch,artist:jimmy track:troglodyte ,0WA2iSMdmXP3mfu7pyEk4J
Mary Had A Little Lamb/Little Woman Love,Wings,artist:wings track:mary had a little lamb/little woman love,
Superwoman (Where Were You When I Needed You),Stevie Wonder,artist:stevie track:superwoman ,2qQ80w3ARHgD4vAsjh9hsQ
Brown Eyed Girl,El Chicano,artist:el track:brown eyed girl,44d1WjVviKVMI87GHwbdh8
In A Broken Dream,Python Lee Jackson,artist:python track:in a broken dream,0DpyE1JwimaQaiFXQdwUCZ
Men Of Learning,Vigrass & Osborne,artist:vigrass track:men of learning,
After Midnight,J.J. Cale,artist:j.j. track:after midnight,1PC5GV3OaoXx5em8ttQOMI
Vanilla Ólay,Jackie DeShannon,artist:jackie track:vanilla ólay,38SctZyQGZqE2yC9fNdzyD
Eddie's Love,Eddie Kendricks,artist:eddie track:eddie's love,1GnZ2BX4a6ob0TBSj8xHQO
Country Woman,The Magic Lantern,artist:magic track:country woman,
Rock And Roll Crazies,Stephen Stills-Manassas,artist:stephen track:rock and roll crazies,4GPugGyDF50PVFI6rRxz2i
I Need You,America,artist:america track:i need you,4Anh5Ti55P6SXG3H94QLqV
All The Kings Horses,Aretha Franklin,artist:aretha track:all the kings horses,4scnR2BdymYpgLzM9vH6Ra
Nice To Be With You,Gallery,artist:gallery track:nice to be with you,73ISKcMWouqTzAbZD4GkLx
I've Been Lonely For So Long,Frederick Knight,artist:frederick track:i've been lonely for so long,62Izq668X3Ebn2x8mmPikY
We're On Our Way,Chris Hodge,artist:chris track:we're on our way,4TrCnOYSpKRuJLQKLLZBmL
Victim Of A Foolish Heart,Bettye Swann,artist:bettye track:victim of a foolish heart,375AJd1VZJWsIBYqG0VTYq
Mother Nature,The Temptations,artist:temptations track:mother nature,2X5fttm4fXqDBZXNHL7hPo
(Last Night) I Didn't Get To Sleep At All,The 5th Dimension,artist:5th track: i didn't get to sleep at all,
Oh Girl,The Chi-lites,artist:chi-lites track:oh girl,5tcR6nVpY1JRDyDcK0K60f
I'll Take You There,The Staple Singers,artist:staple track:i'll take you there,5YLnfy7R2kueN0BRPkjiEG
Amazing Grace,The Pipes And Drums And The Military Band Of The Royal Scots Dragoon Guards,artist:pipes track:amazing grace,5f3RF96xQQ93LaGFiV43bi
How Can I Be Sure,David Cassidy,artist:david track:how can i be sure,3cmb7mFWij3I2hKfGSRE3z
Funk Factory,Wilson Pickett,artist:wilson track:funk factory,1XuMhgEXSJQrcIKBS8T7ce
Bed And Board,Barbara Mason,artist:barbara track:bed and board,6yEg26wBh3jjtOFErN9XgA
Francene,ZZ Top,artist:zz track:francene,7moxuFnSVyWjSfpNyOJjRO
Sylvia's Mother,Dr. Hook And The Medicine Show,artist:dr. track:sylvia's mother,4hLk7Bjz1XJWNDiqovvgBW
Living In A House Divided,Cher,artist:cher track:living in a house divided,7unSd9o6lGtzFHQLz17QfP
You Said A Bad Word,Joe Tex,artist:joe track:you said a bad word,0SRGvCCx8hnONo8Ktj7doL
I Saw The Light,Todd Rundgren,artist:todd track:i saw the light,0B1zVsLqmV9ibIFdNS5tGs
Powder Blue Mercedes Queen,The Raiders,artist:raiders track:powder blue mercedes queen,3Q7mxcGatzYyB8zmQ2gc36
It Doesn't Matter,Stephen Stills,artist:stephen track:it doesn't matter,09ZMRtmz0YQnX7X91IY7Ph
Papa Was A Rollin' Stone,The Undisputed Truth,artist:undisputed track:papa was a rollin' stone,7AKT6TRdBrmQJTEEVR9bQh
I Don't Need No Doctor,New Riders Of The Purple Sage,artist:new track:i don't need no doctor,3bCI7TsQp20NcRVvTwJWWv
Tell Me This Is A Dream,The Delfonics,artist:delfonics track:tell me this is a dream,5iJ3TFsnziFusTvu8hM9pL
Cat's Eye In The Window,Tommy James,artist:tommy track:cat's eye in the window,
Vaya Con Dios,Dawn Featuring Tony Orlando,artist:dawn track:vaya con dios,14KiXUcR7IDpvAhkTmqCuK
Morning Has Broken,Cat Stevens,artist:cat track:morning has broken,3BqqF8suAIzW8655yJfcvh
Walkin' In The Rain With The One I Love,Love Unlimited,artist:love track:walkin' in the rain with the one i love,1Z2DNnLN7O4lu5WpVYgazl
Tumbling Dice,The Rolling Stones,artist:rolling track:tumbling dice,4hq0S6wznq7SHDyMOFXL9i
It's Going To Take Some Time,Carpenters,artist:carpenters track:it's going to take some time,6zcIDArKmBv9cUYYJEet55
The First Time Ever I Saw Your Face,Roberta Flack,artist:roberta track:the first time ever i saw your face,0SxFyA4FqmEQqZVuAlg8lf
Immigration Man,Graham Nash & David Crosby,artist:graham track:immigration man,0h42VIet3DT9QNQzSnILTh
Diary,Bread,artist:bread track:diary,7Km4W3atUNjhf05szq2Gkb
Automatically Sunshine,The Supremes,artist:supremes track:automatically sunshine,6RDUb0KZc0lnXJqStMgs5k
Woman's Gotta Have It,(The Preacher) Bobby Womack,artist: track:woman's gotta have it,
It's The Same Old Love,The Courtship,artist:courtship track:it's the same old love,1kjwLQmScSWaGqDU0kWDrv
Hushabye,Robert John,artist:robert track:hushabye,2t4AMeoFw9eJi8pww6w8l3
Hot Rod Lincoln,Commander Cody & His Lost Planet Airmen,artist:commander track:hot rod lincoln,53Uge4bp2SiCXZLuhDJYLB
Isn't Life Strange,The Moody Blues,artist:moody track:isn't life strange,4qE1zFIyqtfYc2XfVnsKVf
Someday Never Comes,Creedence Clearwater Revival,artist:creedence track:someday never comes,5YgaxBGE09BdrdpEwkvpx2
